MSSubClass,MSZoning,LotArea,LotShape,LotConfig,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,X1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,RL,11911,IR2,Inside,Gilbert,1Fam,2Story,6,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,684,684,Ex,Y,SBrkr,684,1560,0,2,1,3,1,Gd,6,BuiltIn,Fin,2,400,TA,TA,Y,3,2009,WD,Normal,174000
160,FV,3951,Reg,Corner,Somerst,TwnhsE,2Story,6,5,2009,2009,Gable,VinylSd,VinylSd,Stone,76,Gd,TA,PConc,Gd,Unf,0,612,612,Ex,Y,SBrkr,612,1224,0,2,1,2,1,Gd,4,Detchd,RFn,2,528,TA,TA,Y,6,2009,New,Partial,164500
20,RL,8500,Reg,Inside,NAmes,1Fam,1Story,5,3,1961,1961,Hip,HdBoard,HdBoard,BrkCmn,203,TA,TA,CBlock,TA,Rec,600,635,1235,TA,Y,SBrkr,1235,1235,0,1,0,2,1,TA,6,Attchd,Unf,2,480,TA,TA,Y,12,2006,WD,Abnorml,98600
30,RL,13360,IR1,Inside,Crawfor,1Fam,1Story,5,7,1921,2006,Gable,Wd Sdng,Wd Sdng,None,0,TA,Gd,BrkTil,Gd,ALQ,713,163,876,Ex,Y,SBrkr,964,964,1,1,0,2,1,TA,5,Detchd,Unf,2,432,TA,TA,Y,8,2009,WD,Normal,163500
190,C (all),7200,Reg,Corner,OldTown,2fmCon,2.5Unf,6,6,1910,1998,Hip,MetalSd,MetalSd,None,0,TA,TA,BrkTil,TA,Rec,1046,168,1214,Ex,N,SBrkr,1260,2291,0,2,0,4,2,TA,9,Detchd,Unf,2,506,TA,TA,Y,11,2007,WD,Normal,133900
60,RL,9337,IR1,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,Gd,PConc,Gd,GLQ,648,176,824,Ex,Y,SBrkr,905,1786,1,2,1,3,1,Gd,7,Attchd,RFn,2,684,TA,TA,Y,5,2007,WD,Normal,204750
60,RL,9765,IR2,Corner,Gilbert,1Fam,2Story,6,8,1993,1993,Gable,VinylSd,VinylSd,BrkFace,68,Ex,Gd,PConc,Gd,ALQ,310,370,680,Gd,Y,SBrkr,680,1470,0,2,1,3,1,TA,6,BuiltIn,Fin,2,420,TA,TA,Y,4,2009,WD,Normal,185000
20,RL,10264,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,ALQ,1162,426,1588,Ex,Y,SBrkr,1588,1588,0,2,0,3,1,Gd,6,Attchd,RFn,2,472,TA,TA,Y,8,2006,WD,Normal,214000
20,RL,10921,Reg,Inside,Edwards,1Fam,1Story,4,5,1965,1965,Hip,HdBoard,HdBoard,BrkFace,48,TA,TA,CBlock,TA,Rec,520,440,960,TA,Y,FuseF,960,960,1,1,0,3,1,TA,6,Attchd,Fin,1,432,TA,TA,P,5,2007,WD,Normal,94750
30,RL,10625,Reg,Corner,Edwards,1Fam,1Story,5,5,1920,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,ALQ,108,350,458,Fa,N,SBrkr,835,835,0,1,0,2,1,TA,5,Basment,Unf,1,366,Fa,TA,Y,5,2010,COD,Abnorml,83000
20,RL,10603,IR1,Inside,NWAmes,1Fam,1Story,6,7,1977,2001,Gable,Plywood,Plywood,BrkFace,28,TA,TA,PConc,TA,ALQ,1200,410,1610,Gd,Y,SBrkr,1610,1610,1,2,0,3,1,Gd,6,Attchd,RFn,2,480,TA,TA,Y,2,2010,WD,Normal,205000
60,RL,9206,Reg,Inside,SawyerW,1Fam,2Story,6,5,1985,1985,Gable,HdBoard,HdBoard,BrkFace,336,Gd,TA,CBlock,Gd,Unf,0,741,741,TA,Y,SBrkr,977,1732,0,2,1,3,1,Gd,7,Attchd,Fin,2,476,TA,TA,Y,6,2010,WD,Normal,178000
20,RL,10402,IR1,Corner,CollgCr,1Fam,1Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Unf,0,1226,1226,Ex,Y,SBrkr,1226,1226,0,2,0,3,1,Gd,6,Attchd,RFn,3,740,TA,TA,Y,5,2010,WD,Normal,198900
50,RM,7758,Reg,Corner,IDOTRR,1Fam,1.5Fin,7,4,1931,1950,Gable,Stucco,Stucco,BrkFace,600,TA,Fa,PConc,TA,LwQ,224,816,1040,Ex,Y,FuseF,1226,1818,0,1,1,4,1,TA,7,Detchd,Unf,1,240,TA,TA,Y,6,2007,WD,Normal,169500
60,FV,9375,Reg,Inside,Somerst,1Fam,2Story,8,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,768,Gd,TA,PConc,Ex,Unf,0,1053,1053,Ex,Y,SBrkr,1053,1992,0,2,1,3,1,Gd,9,Attchd,RFn,2,648,TA,TA,Y,8,2008,WD,Normal,250000
30,RM,10800,Reg,Inside,OldTown,1Fam,1Story,4,7,1885,1995,Mansard,VinylSd,VinylSd,None,0,TA,TA,BrkTil,Fa,Unf,0,641,641,Gd,Y,SBrkr,1047,1047,0,1,0,2,1,TA,6,Detchd,Unf,1,273,Fa,Fa,N,8,2007,WD,Normal,100000
20,RM,6000,Reg,Inside,OldTown,1Fam,1Story,5,5,1948,1950,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,ALQ,104,516,789,Ex,Y,SBrkr,789,789,0,1,0,2,1,TA,5,Detchd,Unf,1,250,TA,TA,Y,4,2008,WD,Partial,115000
20,RL,11751,IR1,Inside,NWAmes,1Fam,1Story,6,6,1977,1977,Hip,Plywood,Plywood,BrkFace,480,TA,TA,CBlock,Gd,BLQ,705,1139,1844,Ex,Y,SBrkr,1844,1844,0,2,0,3,1,TA,7,Attchd,RFn,2,546,TA,TA,Y,1,2010,COD,Normal,190000
50,RL,9525,Reg,Inside,Edwards,1Fam,1.5Fin,6,4,1954,1972,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,Rec,444,550,994,Gd,Y,SBrkr,1216,1855,0,2,0,4,1,TA,7,Attchd,Unf,1,325,TA,TA,Y,10,2006,WD,Normal,136900
80,RL,7750,IR1,Inside,Gilbert,1Fam,SLvl,7,5,2000,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,250,134,384,Ex,Y,SBrkr,774,1430,0,2,1,3,1,TA,7,BuiltIn,Fin,2,400,TA,TA,Y,4,2010,WD,Normal,180000
60,RL,9965,Reg,Inside,CollgCr,1Fam,2Story,7,5,2007,2007,Gable,VinylSd,VinylSd,Stone,220,Gd,TA,PConc,Ex,GLQ,984,280,1264,Ex,Y,SBrkr,1282,2696,1,2,1,4,1,Ex,10,BuiltIn,Fin,3,792,TA,TA,Y,10,2007,New,Partial,383970
20,RL,21000,Reg,Corner,Crawfor,1Fam,1Story,6,5,1953,1953,Hip,Wd Sdng,Wd Sdng,BrkFace,184,TA,Gd,CBlock,Gd,ALQ,35,905,1809,TA,Y,SBrkr,2259,2259,1,2,0,3,1,Gd,7,Basment,Unf,2,450,TA,TA,Y,10,2007,COD,Abnorml,217000
70,RL,7259,IR1,Inside,Crawfor,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,ALQ,774,104,1028,Ex,Y,SBrkr,1436,2320,1,2,1,3,1,Gd,9,Detchd,Unf,1,180,TA,TA,Y,7,2007,WD,Normal,259500
160,FV,3230,Reg,Corner,Somerst,TwnhsE,2Story,6,5,1999,1999,Gable,MetalSd,MetalSd,BrkFace,1129,TA,TA,PConc,Gd,GLQ,419,310,729,Gd,Y,SBrkr,729,1458,0,2,1,2,1,TA,5,Detchd,Unf,2,440,TA,TA,Y,6,2007,WD,Normal,176000
20,RL,11616,Reg,Inside,Sawyer,1Fam,1Story,5,5,1962,1962,Gable,Wd Sdng,Wd Sdng,BrkFace,116,TA,TA,CBlock,TA,LwQ,170,252,1092,TA,Y,SBrkr,1092,1092,0,1,0,3,1,TA,6,Attchd,Unf,1,288,TA,TA,Y,9,2009,WD,Normal,139000
20,RL,8536,Reg,Corner,Edwards,1Fam,1Story,5,5,2006,2007,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Unf,0,1125,1125,Gd,Y,SBrkr,1125,1125,0,1,1,2,1,TA,5,Attchd,Unf,2,430,TA,TA,Y,4,2007,New,Partial,155000
60,RL,12376,Reg,Corner,SawyerW,1Fam,2Story,7,5,1990,1990,Hip,Plywood,Plywood,None,0,TA,TA,PConc,Gd,GLQ,1470,203,1673,Gd,Y,SBrkr,1699,3222,1,3,0,5,1,Gd,11,Attchd,Unf,3,594,TA,TA,Y,5,2010,WD,Normal,320000
60,RL,8461,Reg,Inside,CollgCr,1Fam,2Story,6,5,2005,2006,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,728,728,Ex,Y,SBrkr,728,1456,0,2,1,3,1,Gd,8,Attchd,Fin,2,390,TA,TA,Y,7,2006,New,Partial,163990
80,RL,21453,IR1,CulDSac,ClearCr,1Fam,SLvl,6,5,1969,1969,Flat,Plywood,Plywood,None,0,TA,TA,CBlock,TA,ALQ,938,0,938,Ex,Y,SBrkr,988,988,1,1,0,1,1,TA,4,Attchd,Unf,2,540,TA,TA,Y,10,2006,WD,Normal,180000
50,RM,6060,Reg,Inside,IDOTRR,1Fam,1.5Fin,4,5,1939,1950,Gable,AsbShng,AsbShng,None,0,TA,TA,PConc,TA,Unf,0,732,732,Gd,Y,SBrkr,772,1123,0,1,0,3,1,TA,4,Detchd,Unf,1,264,TA,TA,P,6,2007,WD,Normal,100000
20,RL,9464,Reg,Corner,NAmes,1Fam,1Story,6,7,1958,1958,Hip,MetalSd,MetalSd,BrkFace,135,TA,Gd,CBlock,TA,BLQ,570,510,1080,Gd,Y,SBrkr,1080,1080,0,1,0,3,1,TA,5,Attchd,Unf,1,288,TA,TA,Y,6,2008,WD,Normal,136000
120,RL,7892,Reg,Inside,SawyerW,TwnhsE,1Story,6,5,1993,1993,Gable,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,GLQ,300,899,1199,Ex,Y,SBrkr,1199,1199,0,2,0,2,1,Gd,5,Attchd,RFn,2,530,TA,TA,Y,3,2008,WD,Normal,153900
20,RL,17043,IR1,CulDSac,NWAmes,1Fam,1Story,6,5,1979,1998,Gable,HdBoard,HdBoard,None,0,TA,Gd,CBlock,Gd,Unf,0,1362,1362,TA,Y,SBrkr,1586,1586,0,2,0,3,1,TA,7,Attchd,Unf,2,435,TA,TA,Y,1,2009,WD,Normal,181000
120,RL,4928,IR1,Inside,NPkVill,TwnhsE,1Story,6,5,1976,1976,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,ALQ,120,958,1078,TA,Y,SBrkr,958,958,0,2,0,2,1,TA,5,Attchd,RFn,2,440,TA,TA,Y,2,2007,WD,Normal,128000
60,RL,7590,Reg,Inside,NAmes,1Fam,2Story,6,5,1966,1966,Gable,VinylSd,VinylSd,BrkFace,266,TA,TA,CBlock,TA,BLQ,512,148,660,TA,Y,SBrkr,660,1348,0,1,1,3,1,TA,6,Attchd,RFn,2,453,TA,TA,Y,7,2006,WD,Normal,155000
20,RL,8973,Reg,Inside,NAmes,1Fam,1Story,5,7,1958,1991,Gable,Plywood,Plywood,BrkFace,85,TA,TA,CBlock,TA,Rec,567,413,1008,TA,Y,FuseA,1053,1053,0,1,1,3,1,Ex,6,2Types,RFn,2,750,TA,TA,Y,7,2006,WD,Abnorml,150000
60,RL,14200,Reg,Corner,NAmes,1Fam,2Story,7,6,1966,1966,Gable,MetalSd,MetalSd,BrkFace,309,TA,TA,CBlock,TA,Rec,445,479,924,Ex,Y,SBrkr,1216,2157,0,2,1,4,1,Gd,8,Attchd,Fin,2,487,TA,TA,Y,5,2006,WD,Normal,226000
60,RL,12224,IR1,Corner,Gilbert,1Fam,2Story,6,5,2000,2000,Gable,VinylSd,VinylSd,BrkFace,40,Gd,TA,PConc,Gd,GLQ,695,297,992,Ex,Y,SBrkr,1022,2054,1,2,1,3,1,Gd,7,BuiltIn,RFn,2,390,TA,TA,Y,7,2009,WD,Normal,244000
20,RL,7388,Reg,Corner,NAmes,1Fam,1Story,5,6,1959,2002,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,Rec,405,658,1063,Gd,Y,SBrkr,1327,1327,1,1,0,3,1,Gd,7,Detchd,Unf,2,624,TA,TA,Y,7,2007,WD,Normal,150750
20,RL,6853,IR1,Inside,Timber,1Fam,1Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,136,Gd,TA,PConc,Ex,GLQ,1005,262,1267,Ex,Y,SBrkr,1296,1296,1,2,0,2,1,Gd,6,Attchd,Fin,2,471,TA,TA,Y,6,2009,WD,Normal,220000
20,RL,10335,IR1,Inside,Sawyer,1Fam,1Story,5,6,1968,1993,Gable,Plywood,Plywood,None,0,TA,TA,CBlock,TA,Rec,570,891,1461,Gd,Y,SBrkr,1721,1721,0,2,1,3,1,TA,7,Attchd,RFn,2,440,TA,TA,Y,7,2006,WD,Normal,180000
20,RL,10400,Reg,Inside,NWAmes,1Fam,1Story,7,6,1970,1970,Hip,Plywood,Plywood,BrkFace,288,TA,TA,PConc,TA,Unf,0,1304,1304,Gd,Y,SBrkr,1682,1682,0,2,0,3,1,TA,7,Attchd,Unf,2,530,TA,TA,Y,5,2008,WD,Normal,174000
20,RL,10355,IR1,Corner,NAmes,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,BrkFace,196,TA,TA,CBlock,TA,BLQ,695,519,1214,TA,Y,SBrkr,1214,1214,0,2,0,3,1,TA,5,Attchd,RFn,1,318,TA,TA,Y,7,2007,WD,Normal,143000
90,RL,11070,Reg,Inside,Mitchel,Duplex,1Story,7,5,1988,1989,Gable,VinylSd,VinylSd,BrkFace,70,TA,TA,CBlock,TA,Unf,0,1907,1907,Gd,Y,SBrkr,1959,1959,0,3,0,5,2,TA,9,2Types,Unf,3,766,TA,TA,Y,7,2006,WD,Family,171000
60,RL,9066,IR1,Inside,CollgCr,1Fam,2Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,320,Gd,TA,PConc,Gd,GLQ,668,336,1004,Ex,Y,SBrkr,1004,1852,0,2,1,3,1,Gd,7,Attchd,Fin,3,660,TA,TA,Y,12,2008,WD,Normal,230000
60,RL,15426,IR1,Inside,CollgCr,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,GLQ,821,107,928,Ex,Y,SBrkr,928,1764,1,2,1,3,1,Gd,7,Attchd,RFn,2,470,TA,TA,Y,8,2009,WD,Normal,231500
20,RL,11645,Reg,Inside,CollgCr,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,1300,434,1734,Ex,Y,SBrkr,1734,1734,1,2,0,3,1,Gd,7,Attchd,Fin,2,660,TA,TA,Y,1,2006,WD,Normal,260000
50,RL,8520,Reg,Corner,NAmes,1Fam,1.5Fin,5,4,1952,1952,Gable,BrkFace,Wd Sdng,None,0,TA,Fa,CBlock,TA,Rec,507,403,910,Fa,Y,SBrkr,910,1385,0,2,0,4,1,TA,6,Detchd,Unf,2,720,TA,TA,Y,6,2010,WD,Normal,166000
20,RL,10335,IR1,Inside,CollgCr,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,BrkFace,183,Gd,TA,PConc,Gd,GLQ,679,811,1490,Ex,Y,SBrkr,1501,1501,1,2,0,3,1,Gd,6,Attchd,RFn,2,577,TA,TA,Y,6,2009,WD,Normal,204000
90,RM,9100,Reg,Inside,Sawyer,Duplex,1Story,5,5,1963,1963,Gable,HdBoard,HdBoard,BrkFace,336,TA,TA,CBlock,TA,Rec,1332,396,1728,TA,Y,SBrkr,1728,1728,1,2,0,6,2,TA,10,Detchd,Unf,2,504,TA,TA,Y,11,2006,ConLI,Abnorml,125000
160,RM,2522,Reg,Inside,Edwards,Twnhs,2Story,6,5,2004,2006,Gable,VinylSd,VinylSd,Stone,50,Gd,TA,PConc,Gd,Unf,0,970,970,Ex,Y,SBrkr,970,1709,0,2,0,3,1,Gd,7,Detchd,Unf,2,380,TA,TA,Y,4,2006,WD,Normal,130000
30,RM,6120,Reg,Corner,BrkSide,1Fam,1Story,5,7,1931,1993,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,BLQ,209,506,715,TA,Y,FuseA,875,875,1,1,0,2,1,TA,5,Detchd,Unf,1,180,Fa,TA,Y,11,2009,WD,Normal,105000
60,RL,9505,IR1,CulDSac,Gilbert,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,BrkFace,180,Gd,TA,PConc,Gd,Unf,0,884,884,Ex,Y,SBrkr,884,2035,0,2,1,3,1,Gd,8,BuiltIn,Fin,2,434,TA,TA,Y,5,2010,WD,Normal,222500
50,RM,6240,Reg,Inside,BrkSide,1Fam,1.5Fin,5,4,1936,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Gd,Unf,0,896,896,Gd,Y,FuseA,896,1344,0,1,0,3,1,TA,7,Detchd,Unf,1,240,Fa,TA,Y,4,2006,WD,Normal,115000
20,RL,10356,Reg,Corner,CollgCr,1Fam,1Story,5,6,1975,1975,Gable,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,BLQ,716,253,969,TA,Y,SBrkr,969,969,0,1,1,3,1,TA,5,Attchd,Unf,2,440,TA,TA,Y,1,2007,WD,Normal,122000
20,RL,13891,Reg,Inside,NridgHt,1Fam,1Story,8,5,2007,2008,Hip,VinylSd,VinylSd,Stone,436,Gd,TA,PConc,Ex,GLQ,1400,310,1710,Ex,Y,SBrkr,1710,1710,1,2,0,2,1,Gd,6,Attchd,RFn,3,866,TA,TA,Y,1,2008,New,Partial,372402
60,RL,14803,IR1,CulDSac,NWAmes,1Fam,2Story,6,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,252,TA,TA,CBlock,TA,Rec,416,409,825,Gd,Y,SBrkr,1097,1993,0,2,1,4,1,TA,8,Attchd,RFn,2,495,TA,TA,Y,6,2006,WD,Normal,190000
20,RL,13500,Reg,Inside,ClearCr,1Fam,1Story,6,7,1960,1975,Flat,BrkFace,Plywood,None,0,TA,TA,CBlock,Gd,BLQ,429,93,1602,Gd,Y,SBrkr,1252,1252,1,1,0,1,1,TA,4,Attchd,RFn,2,564,TA,TA,Y,3,2008,WD,Normal,235000
30,RM,11340,Reg,Corner,OldTown,1Fam,1Story,6,5,1923,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Unf,0,1200,1200,TA,Y,FuseA,1200,1200,0,1,0,4,1,TA,7,Detchd,Unf,1,312,Fa,Fa,Y,3,2006,WD,Family,125000
60,RL,12003,Reg,Corner,Timber,1Fam,2Story,8,5,2009,2010,Gable,VinylSd,VinylSd,BrkFace,84,Gd,TA,PConc,Ex,Unf,0,774,774,Ex,Y,SBrkr,774,1968,0,2,1,4,1,Ex,8,BuiltIn,Fin,3,680,TA,TA,Y,5,2010,New,Partial,269500
60,FV,12552,Reg,Corner,Somerst,1Fam,2Story,7,5,2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,GLQ,222,769,991,Ex,Y,SBrkr,991,1947,0,2,1,3,1,Gd,8,Attchd,RFn,2,678,TA,TA,Y,5,2010,WD,Normal,254900
60,RL,19378,IR1,Corner,Gilbert,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,456,Gd,TA,PConc,Gd,GLQ,57,1335,1392,Ex,Y,SBrkr,1392,2462,1,2,1,4,1,Gd,9,Attchd,RFn,2,576,TA,TA,Y,3,2006,New,Partial,320000
20,RL,11120,IR1,CulDSac,Veenker,1Fam,1Story,6,6,1984,1984,Gable,Plywood,Plywood,None,0,TA,TA,PConc,Gd,BLQ,660,572,1232,TA,Y,SBrkr,1232,1232,0,2,0,3,1,TA,6,Attchd,Unf,2,516,TA,TA,Y,6,2008,WD,Normal,162500
60,RL,13688,IR1,Inside,NridgHt,1Fam,2Story,9,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,664,Gd,TA,PConc,Ex,GLQ,1016,556,1572,Ex,Y,SBrkr,1572,2668,1,2,1,3,1,Ex,10,BuiltIn,Fin,3,726,TA,TA,Y,3,2008,WD,Normal,412500
20,RL,12182,Reg,Corner,NridgHt,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,226,Gd,TA,PConc,Gd,BLQ,1201,340,1541,Ex,Y,SBrkr,1541,1541,0,2,0,3,1,Gd,7,Attchd,RFn,2,532,TA,TA,Y,5,2010,New,Partial,220000
40,RM,5400,Reg,Corner,OldTown,1Fam,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,None,0,TA,Gd,BrkTil,TA,LwQ,370,779,1149,Gd,Y,FuseA,1149,1616,0,2,0,3,1,Gd,5,Detchd,Unf,1,216,TA,TA,Y,10,2007,WD,Normal,152000
20,RL,10708,IR1,Inside,ClearCr,1Fam,1Story,5,5,1955,1993,Hip,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,LwQ,379,470,1617,Ex,Y,FuseA,1867,1867,1,1,0,2,1,TA,7,Attchd,Fin,1,303,TA,TA,Y,11,2009,COD,Normal,190000
60,RL,10562,Reg,Inside,NridgHt,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,300,Gd,TA,PConc,Ex,GLQ,1288,294,1582,Ex,Y,SBrkr,1610,2161,1,1,1,3,1,Ex,8,Attchd,Fin,3,789,TA,TA,Y,11,2007,New,Partial,325624
60,RL,8244,IR1,Inside,Gilbert,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Unf,0,840,840,Ex,Y,SBrkr,840,1720,0,2,1,3,1,Gd,7,Attchd,Fin,2,440,TA,TA,Y,5,2007,WD,Normal,183500
20,RL,16669,IR1,Corner,Timber,1Fam,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,653,Gd,TA,CBlock,Gd,Unf,0,1686,1686,TA,Y,SBrkr,1707,1707,0,2,1,2,1,TA,6,Attchd,RFn,2,511,TA,TA,Y,1,2006,WD,Normal,228000
50,RM,12358,IR1,Inside,OldTown,1Fam,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,Rec,360,360,720,TA,Y,SBrkr,854,1382,0,1,1,2,1,TA,7,Detchd,Unf,2,660,TA,TA,Y,5,2007,WD,Normal,128500
20,RL,31770,IR1,Corner,NAmes,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,112,TA,TA,CBlock,TA,BLQ,639,441,1080,Fa,Y,SBrkr,1656,1656,1,1,0,3,1,TA,7,Attchd,Fin,2,528,TA,TA,P,5,2010,WD,Normal,215000
160,RL,5306,IR1,Inside,StoneBr,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,None,0,Gd,Gd,PConc,Gd,GLQ,495,354,1064,Gd,Y,SBrkr,1064,1767,1,2,0,2,1,Gd,5,Attchd,RFn,2,504,Gd,TA,Y,6,2006,WD,Normal,239000
20,RL,10197,IR1,Inside,NAmes,1Fam,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,491,TA,TA,CBlock,TA,ALQ,288,700,1362,TA,Y,SBrkr,1362,1362,1,1,1,3,1,TA,6,Attchd,Unf,2,504,TA,TA,Y,6,2008,COD,Normal,163000
20,RL,12416,IR1,Inside,Timber,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,132,TA,TA,CBlock,Gd,ALQ,1398,0,1606,TA,Y,SBrkr,1651,1651,1,2,0,3,1,TA,7,Attchd,Fin,2,616,TA,TA,Y,11,2008,WD,Normal,184000
20,RL,12615,Reg,Corner,Edwards,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0,TA,TA,CBlock,TA,ALQ,477,725,1202,TA,Y,SBrkr,2158,2158,1,2,0,4,1,Gd,7,Attchd,Unf,2,576,TA,TA,Y,6,2007,WD,Normal,243000
60,RL,10029,IR1,Corner,ClearCr,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268,Gd,TA,PConc,Gd,GLQ,831,320,1151,TA,Y,SBrkr,1164,2060,0,2,1,4,1,TA,8,Attchd,Unf,2,521,TA,TA,Y,9,2007,WD,Normal,211000
50,RL,13650,Reg,Inside,Sawyer,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0,Gd,Gd,CBlock,TA,ALQ,57,554,1052,Ex,Y,SBrkr,1252,1920,1,2,0,4,1,Gd,8,Attchd,Unf,2,451,TA,TA,Y,7,2006,WD,Normal,172500
20,RL,17423,IR1,CulDSac,StoneBr,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748,Ex,TA,PConc,Ex,GLQ,1904,312,2216,Ex,Y,SBrkr,2234,2234,1,2,0,1,1,Ex,9,Attchd,Fin,3,1166,TA,TA,Y,7,2009,New,Partial,501837
30,RM,8520,Reg,Inside,OldTown,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,Unf,0,968,968,TA,Y,SBrkr,968,968,0,1,0,2,1,TA,5,Detchd,Unf,2,480,Fa,TA,N,7,2007,WD,Normal,100000
160,FV,2117,Reg,Inside,Somerst,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456,Gd,TA,PConc,Gd,GLQ,436,320,756,Ex,Y,SBrkr,769,1525,0,2,1,3,1,Gd,5,Detchd,Unf,2,440,TA,TA,Y,6,2007,WD,Normal,177000
70,RL,7588,Reg,Inside,Crawfor,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,None,0,TA,TA,BrkTil,Fa,LwQ,352,441,793,Gd,Y,SBrkr,901,1802,0,1,1,4,1,TA,9,Detchd,Unf,1,216,Fa,TA,Y,7,2006,WD,Normal,200100
50,RM,11426,Reg,Inside,OldTown,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,Unf,0,1362,1362,Ex,Y,SBrkr,1362,2082,0,2,1,3,1,Gd,6,Detchd,Unf,2,484,TA,TA,N,6,2008,WD,Normal,200000
50,RL,7438,IR1,Inside,BrkSide,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0,TA,TA,PConc,Fa,Unf,0,504,504,Gd,Y,SBrkr,936,1252,0,1,0,3,1,TA,5,Attchd,Unf,2,576,TA,TA,Y,6,2006,WD,Normal,127000
75,RM,22950,IR2,Inside,OldTown,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,TA,Unf,0,1107,1107,Ex,Y,SBrkr,1518,3608,0,2,1,4,1,Ex,12,Detchd,Unf,3,840,Ex,TA,Y,6,2006,WD,Normal,475000
