YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,SalePrice
1979,1979,Hip,HdBoard,HdBoard,BrkFace,96,TA,TA,CBlock,197000
1922,1994,Gable,MetalSd,MetalSd,None,0,TA,TA,BrkTil,191000
2004,2004,Gable,VinylSd,VinylSd,BrkFace,147,Gd,TA,PConc,149300
2008,2008,Gable,VinylSd,VinylSd,Stone,160,Ex,TA,PConc,310000
1916,1950,Gable,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,121000
2004,2004,Gable,VinylSd,VinylSd,BrkFace,106,Gd,TA,PConc,179600
1966,1966,Gable,VinylSd,VinylSd,None,0,TA,TA,CBlock,129000
1962,1962,Gable,HdBoard,HdBoard,BrkFace,189,TA,TA,CBlock,157900
1995,1996,Gable,VinylSd,VinylSd,BrkFace,438,Gd,TA,PConc,240000
1910,2000,Gable,MetalSd,HdBoard,None,0,TA,TA,CBlock,112000
2008,2009,Gable,CemntBd,CmentBd,Stone,194,Gd,TA,PConc,287090
2005,2005,Gable,VinylSd,VinylSd,BrkFace,80,TA,TA,PConc,145000
2004,2005,Gable,VinylSd,VinylSd,None,0,Gd,TA,PConc,185000
1999,2000,Gable,VinylSd,VinylSd,None,0,TA,TA,PConc,175000
1978,1988,Gable,Plywood,Plywood,Stone,119,TA,TA,CBlock,210000
1941,2006,Gable,CemntBd,CmentBd,None,0,Ex,Gd,Stone,266500
1950,1996,Hip,MetalSd,MetalSd,None,0,TA,TA,CBlock,142125
1965,1965,Gable,HdBoard,HdBoard,None,0,Gd,TA,CBlock,147500
